,Make_Honda,Make_Maruti Suzuki,Make_Hyundai,Make_Toyota,Make_Mercedes-Benz,Make_BMW,Make_Skoda,Make_Nissan,Make_Renault,Make_Tata,Make_Volkswagen,Make_Ford,Make_Audi,Make_Mahindra,Make_MG,Make_Jeep,Make_Porsche,Make_Kia,Make_Land Rover,Make_Volvo,Make_Maserati,Make_Jaguar,Make_Isuzu,Make_Fiat,Make_MINI,Make_Ferrari,Make_Mitsubishi,Make_Datsun,Make_Lamborghini,Make_Chevrolet,Make_Ssangyong,Make_Rolls-Royce,Make_Lexus,Model,Price,Year,Kilometer,Fuel Type_Petrol,Fuel Type_Diesel,Fuel Type_CNG,Fuel Type_LPG,Fuel Type_Electric,Fuel Type_CNG + CNG,Fuel Type_Hybrid,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Transmission_Automatic,Location,Color,Owner_First,Owner_Second,Owner_Third,Owner_Fourth,Owner_UnRegistered Car,Owner_4 or More,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciaz Alpha Hybrid 1.5 AT [2018-2020],0.029355383250836885,0.9117647058823529,0.015336,1,0,0,0,0,0,0,0,0,0,1,Bangalore,Blue,1,0,0,0,0,0,Individual,1462 cc,FWD,0.5631578947368421,0.3422818791946309,0.3855421686746988,0.5,0.3111111111111111
13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harrier XZ [2019-2020],0.04709450373379875,0.9117647058823529,0.010428,0,1,0,0,0,0,0,0,0,1,0,Bangalore,Orange,1,0,0,0,0,0,Individual,1956 cc,FWD,0.6068825910931174,0.5624161073825503,0.6518072289156627,0.5,0.3888888888888889
14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Polo GT TSI,0.025635861634860233,0.8529411764705882,0.0207085,1,0,0,0,0,0,0,0,0,0,1,Bangalore,Grey,1,0,0,0,0,0,Individual,1197 cc,FWD,0.35303643724696354,0.2778523489932886,0.36626506024096384,0.5,0.3333333333333333
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio ZXi AMT [2019-2020],0.014877972017968012,0.8235294117647058,0.0057355,1,0,0,0,0,0,0,0,0,0,1,Bangalore,Red,1,0,0,0,0,0,Individual,998 cc,FWD,0.24129554655870444,0.16778523489932887,0.4759036144578313,0.5,0.2222222222222222
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alto 800 LXi (O),0.011444593859975394,0.9117647058823529,0.0017915,1,0,0,0,0,0,0,0,0,1,0,Bangalore,Grey,1,0,0,0,0,0,Individual,796 cc,FWD,0.14008097165991903,0.053691275167785234,0.37349397590361444,0.5,0.2222222222222222
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Alpha Automatic,0.02420528740236331,0.8823529411764706,0.0106825,1,0,0,0,0,0,0,0,0,0,1,Bangalore,Grey,1,0,0,0,0,0,Individual,1197 cc,FWD,0.362753036437247,0.3624161073825503,0.41566265060240964,0.5,0.24444444444444444
18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R ZXi 1.2 AMT,0.018597465022460017,0.9411764705882353,0.0153885,1,0,0,0,0,0,0,0,0,0,1,Bangalore,White,1,0,0,0,0,0,Individual,1197 cc,FWD,0.2251012145748988,0.19463087248322147,0.6144578313253012,0.5,0.18888888888888888
19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta 1.6 E Petrol,0.019770535893107493,0.8235294117647058,0.0300625,1,0,0,0,0,0,0,0,0,1,0,Delhi,Silver,1,0,0,0,0,0,Individual,1591 cc,FWD,0.47408906882591095,0.40939597315436244,0.5602409638554217,0.5,0.5
20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S-Presso VXi AMT,0.012045435037624102,0.9411764705882353,0.0010845,1,0,0,0,0,0,0,0,0,0,1,Mumbai,Grey,1,0,0,0,0,0,Individual,998 cc,FWD,0.18866396761133603,0.06040268456375839,0.4807228915662651,0.5,0.13333333333333333
21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vento Comfortline Petrol AT,0.020485823009355957,0.7941176470588235,0.03012,1,0,0,0,0,0,0,0,0,0,1,Bangalore,Brown,1,0,0,0,0,0,Individual,1197 cc,FWD,0.520242914979757,0.3006711409395973,0.36265060240963853,0.5,0.4444444444444444
22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santro Sportz AMT [2018-2020],0.015450201710966782,0.8823529411764706,0.006886,1,0,0,0,0,0,0,0,0,0,1,Bangalore,White,1,0,0,0,0,0,Individual,1086 cc,FWD,0.2068825910931174,0.22818791946308725,0.4759036144578313,0.5,0.2222222222222222
23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venue SX 1.0 (O) Petrol [2019-2020],0.02718091041744156,0.9117647058823529,0.013732,1,0,0,0,0,0,0,0,0,1,0,Bangalore,Blue,1,0,0,0,0,0,Individual,998 cc,FWD,0.362753036437247,0.3959731543624161,0.5301204819277109,0.5,0.3333333333333333
24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alto LXi CNG,0.009184286572630254,0.9117647058823529,0.0236885,0,0,1,0,0,0,0,0,0,1,0,Delhi,Grey,1,0,0,0,0,0,Individual,998 cc,FWD,0.1805668016194332,0.020134228187919462,0.37349397590361444,0.3333333333333333,0.5
25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ritz Zxi BS-IV,0.007896769763383021,0.7352941176470589,0.011543,1,0,0,0,0,0,0,0,0,1,0,Mumbai,Grey,1,0,0,0,0,0,Individual,1197 cc,FWD,0.2736842105263158,0.2751677852348993,0.5481927710843374,0.5,0.3111111111111111
26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta 1.6 SX Plus Petrol,0.032216531715830735,0.9117647058823529,0.0181565,1,0,0,0,0,0,0,0,0,1,0,Mumbai,Grey,1,0,0,0,0,0,Individual,1591 cc,FWD,0.47408906882591095,0.40939597315436244,0.5602409638554217,0.5,0.5
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brio V MT,0.008640668364281423,0.7647058823529411,0.019638,1,0,0,0,0,0,0,0,0,1,0,Mumbai,Red,1,0,0,0,0,0,Individual,1198 cc,FWD,0.2068825910931174,0.2751677852348993,0.4036144578313253,0.5,0.2222222222222222
28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Asta 1.2,0.01436296529426912,0.7941176470588235,0.023876,1,0,0,0,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,0,0,Individual,1197 cc,FWD,0.35870445344129553,0.3476510067114094,0.40963855421686746,0.5,0.3333333333333333
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR-V VX MT Petrol,0.022059426053617923,0.8823529411764706,0.0139815,1,0,0,0,0,0,0,0,0,1,0,Delhi,White,1,0,0,0,0,0,Individual,1199 cc,FWD,0.3643724696356275,0.3476510067114094,0.5253012048192771,0.5,0.2777777777777778
30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venue SX 1.0 Turbo iMT,0.026923407055592114,0.9411764705882353,0.0120065,1,0,0,0,0,0,0,0,0,1,0,Mumbai,Blue,1,0,0,0,0,0,Individual,998 cc,FWD,0.362753036437247,0.3959731543624161,0.5301204819277109,0.5,0.3333333333333333
31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta 1.6 SX Plus AT,0.025063660553346113,0.8235294117647058,0.033,0,1,0,0,0,0,0,0,0,0,1,Raipur,Black,1,0,0,0,0,0,Individual,1582 cc,FWD,0.47408906882591095,0.40939597315436244,0.5602409638554217,0.5,0.5
32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ecosport Titanium+ 1.0L EcoBoost,0.013905181539870104,0.7941176470588235,0.014,1,0,0,0,0,0,0,0,0,1,0,Mumbai,Silver,1,0,0,0,0,0,Individual,999 cc,FWD,0.3643724696356275,0.38926174496644295,0.6542168674698795,0.5,0.4111111111111111
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CR-V 2.4 AT,0.023203914051100113,0.7352941176470589,0.0335,1,0,0,0,0,0,0,0,0,0,1,Mumbai,Brown,1,0,0,0,0,0,Individual,"0    1197 cc
Name: Engine, dtype: object","0    FWD
Name: Drivetrain, dtype: object",0.4785425101214575,0.3932885906040268,0.5144578313253012,0.5,0.4111111111111111
34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santro GL (CNG),0.0027467025263940947,0.6176470588235294,0.036,0,0,1,0,0,0,0,0,0,1,0,Kanpur,Silver,0,1,0,0,0,0,Individual,1086 cc,FWD,0.18866396761133603,0.06711409395973154,0.5120481927710844,0.5,0.2222222222222222
35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tiago Revotron XE [2016-2019],0.010300134473977854,0.8823529411764706,0.0135345,1,0,0,0,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,0,0,Individual,1199 cc,FWD,0.2619433198380567,0.23087248322147652,0.4457831325301205,0.5,0.2222222222222222
36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tigor Revotorq XT,0.012617664730622872,0.8823529411764706,0.0215,0,1,0,0,0,0,0,0,0,1,0,Patna,White,1,0,0,0,0,0,Individual,1047 cc,FWD,0.36153846153846153,0.27114093959731544,0.44819277108433736,0.5,0.2222222222222222
37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innova 2.4 G 8 STR [2016-2017],0.052959858087036134,0.9117647058823529,0.0355,0,1,0,0,0,0,0,0,0,1,0,Mumbai,Bronze,1,0,0,0,0,0,Individual,2393 cc,RWD,0.6623481781376518,0.47651006711409394,0.7590361445783133,1.0,0.4444444444444444
38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLC 220 d Progressive,0.10875225315441618,0.8529411764705882,0.0228,0,1,0,0,0,0,0,0,0,0,1,Mumbai,Black,0,1,0,0,0,0,Individual,2143 cc,AWD,0.6303643724696356,0.5570469798657718,0.5710843373493976,0.5,0.5666666666666667
39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX 1.6 CRDi (O),0.03078595748333381,0.8823529411764706,0.03,0,1,0,0,0,0,0,0,0,1,0,Patna,White,1,0,0,0,0,0,Individual,1582 cc,FWD,0.47408906882591095,0.40939597315436244,0.6024096385542169,0.5,0.4444444444444444
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-Class ML 250 CDI,0.06440445194701153,0.7647058823529411,0.0525505,0,1,0,0,0,0,0,0,0,0,1,Vadodara,White,1,0,0,0,0,0,Individual,2143 cc,AWD,0.6902834008097166,0.8939597315436242,0.7602409638554217,0.5,0.6111111111111112
41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corolla Altis VL AT Petrol,0.029927612943835655,0.8235294117647058,0.0225,1,0,0,0,0,0,0,0,0,0,1,Mumbai,Black,1,0,0,0,0,0,Individual,1798 cc,FWD,0.6157894736842106,0.40268456375838924,0.37349397590361444,0.5,0.4444444444444444
42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4 2.0 TDI (177bhp) Premium Plus,0.04366112557580613,0.7352941176470589,0.033,0,1,0,0,0,0,0,0,0,0,1,Hyderabad,White,1,0,0,0,0,0,Individual,1968 cc,FWD,0.648582995951417,0.47114093959731546,0.3156626506024096,0.5,0.5333333333333333
43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SLK-Class SLK 200 K,0.06726560041200538,0.6470588235294118,0.0170525,1,0,0,0,0,0,0,0,0,0,1,Mumbai,Grey,1,0,0,0,0,0,Individual,1796 cc,RWD,0.3979757085020243,0.4053691275167785,0.15903614457831325,0.0,0.6111111111111112
44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Asta 1.2,0.01361906669337072,0.7941176470588235,0.0341985,1,0,0,0,0,0,0,0,0,1,0,Patna,Gold,1,0,0,0,0,0,Individual,1197 cc,FWD,0.35870445344129553,0.3476510067114094,0.40963855421686746,0.5,0.3333333333333333
45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thar CRDe 4x4 AC,0.016480215158364567,0.7941176470588235,0.0325,0,1,0,0,0,0,0,0,0,1,0,Yamunanagar,White,0,1,0,0,0,0,Individual,2498 cc,AWD,0.33238866396761135,0.33691275167785234,0.9216867469879518,0.6666666666666666,0.5
46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Delta 1.2,0.015907985465365797,0.9117647058823529,0.0137345,1,0,0,0,0,0,0,0,0,1,0,Delhi,Silver,1,0,0,0,0,0,Individual,1197 cc,FWD,0.362753036437247,0.3624161073825503,0.4036144578313253,0.5,0.24444444444444444
47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio VXi AMT,0.01038596892792767,0.8235294117647058,0.020529,1,0,0,0,0,0,0,0,0,0,1,Delhi,Silver,1,0,0,0,0,0,Individual,998 cc,FWD,0.20283400809716598,0.16778523489932887,0.4759036144578313,0.5,0.2222222222222222
48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciaz VDi SHVS,0.016480215158364567,0.8235294117647058,0.025665,0,1,0,0,0,0,0,0,0,1,0,Mumbai,Brown,1,0,0,0,0,0,Individual,1248 cc,FWD,0.5631578947368421,0.3422818791946309,0.3855421686746988,0.5,0.3111111111111111
49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciaz VXi,0.01321850590827158,0.7941176470588235,0.0229845,1,0,0,0,0,0,0,0,0,1,0,Mumbai,Silver,1,0,0,0,0,0,Individual,1373 cc,FWD,0.5631578947368421,0.3422818791946309,0.3855421686746988,0.5,0.3111111111111111
50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX Plus 1.6 AT CRDI,0.03150124459958227,0.8529411764705882,0.033301,0,1,0,0,0,0,0,0,0,0,1,Mumbai,Grey,1,0,0,0,0,0,Individual,1582 cc,FWD,0.47408906882591095,0.40939597315436244,0.5602409638554217,0.5,0.5
51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX Plus 1.6  Petrol,0.023919201167348574,0.8235294117647058,0.0289915,1,0,0,0,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,0,0,Individual,1591 cc,FWD,0.47408906882591095,0.40939597315436244,0.5602409638554217,0.5,0.5
52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kwid 1.0 RXT AMT Opt,0.012045435037624102,0.9117647058823529,0.0055915,1,0,0,0,0,0,0,0,0,0,1,Mumbai,Silver,1,0,0,0,0,0,Individual,999 cc,FWD,0.23481781376518218,0.1395973154362416,0.37710843373493974,0.5,0.14444444444444443
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hector Sharp 2.0 Diesel [2019-2020],0.044691139023203916,0.9117647058823529,0.0231505,0,1,0,0,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,0,0,Individual,1956 cc,FWD,0.6299595141700405,0.48322147651006714,0.7168674698795181,0.5,0.5
54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tiago Revotron XZA [2017-2019],0.012188492460873794,0.8529411764705882,0.0174335,1,0,0,0,0,0,0,0,0,0,1,Mumbai,Silver,0,1,0,0,0,0,Individual,1199 cc,FWD,0.2619433198380567,0.23087248322147652,0.4457831325301205,0.5,0.2222222222222222
55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innova 2.5 GX BS IV 7 STR,0.023346971474349804,0.7941176470588235,0.021817,0,1,0,0,0,0,0,0,0,1,0,Delhi,Silver,1,0,0,0,0,0,Individual,2494 cc,RWD,0.6016194331983805,0.38926174496644295,0.7168674698795181,0.8333333333333334,0.4444444444444444
56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X3 xDrive 20d Luxury Line [2018-2020],0.10732167892191925,0.8823529411764706,0.004756,0,1,0,0,0,0,0,0,0,0,1,Mumbai,Blue,1,0,0,0,0,0,Corporate,1995 cc,AWD,0.6307692307692307,0.5449664429530201,0.6180722891566265,0.5,0.5777777777777777
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Compass Limited Plus 2.0 Diesel 4x4 AT,0.06941146176075076,0.9411764705882353,0.0056465,0,1,0,0,0,0,0,0,0,0,1,Mumbai,White,1,0,0,0,0,0,Individual,1956 cc,AWD,0.5246963562753036,0.4604026845637584,0.572289156626506,0.5,0.5
58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio SLE BS-IV,0.010042631112128409,0.7647058823529411,0.039,0,1,0,0,0,0,0,0,0,1,0,Gurgaon,White,0,1,0,0,0,0,Individual,2179 cc,RWD,0.5388663967611336,0.4590604026845638,0.9759036144578314,1.0,0.5
59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brio S MT,0.011187090498125947,0.8235294117647058,0.025187,1,0,0,0,0,0,0,0,0,1,0,Vadodara,White,1,0,0,0,0,0,Individual,1198 cc,FWD,0.2068825910931174,0.2751677852348993,0.4036144578313253,0.5,0.2222222222222222
60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Series 320i Luxury Line,0.07871019427198077,0.8529411764705882,0.00795,1,0,0,0,0,0,0,0,0,0,1,Delhi,White,1,0,0,0,0,0,Individual,1998 cc,RWD,0.6210526315789474,0.45100671140939597,0.3180722891566265,0.5,0.4666666666666667
61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City V Petrol [2017-2019],0.017052444851363337,0.8529411764705882,0.032,1,0,0,0,0,0,0,0,0,1,0,Mumbai,White,1,0,0,0,0,0,Individual,1497 cc,FWD,0.542914979757085,0.2953020134228188,0.39759036144578314,0.5,0.2777777777777778
62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Polo Highline1.2L (D),0.009041229149380561,0.7352941176470589,0.039,0,1,0,0,0,0,0,0,0,1,0,Jaipur,Silver,1,0,0,0,0,0,Individual,1199 cc,FWD,0.3526315789473684,0.2778523489932886,0.3469879518072289,0.5,0.3333333333333333
